SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_1317	11	143597	0.00257442755079166	msrA	methionine sulfoxide reductase A	1449257
SAUSA300_1090	9	148621	0.00257781339755778	-	hypothetical protein	1193149
SAUSA300_2589	22	69481	0.00257846918151627	-	cell wall anchor domain-containing protein	2811367
SAUSA300_1175	10	118944	0.00258444626070819	-	hypothetical protein	1294038
SAUSA300_0117	1	133241	0.00259853074914034	sirA	iron compound ABC transporter iron compound-binding protein SirA	133241
SAUSA300_0623	5	174344	0.00263524506013518	tagA	teichoic acid biosynthesis protein	696608
SAUSA300_1032	9	83858	0.002641487876027	-	putative iron compound ABC transporter iron compound-binding protein	1128386
SAUSA300_2484	21	72775	0.00264729460852786	-	hydroxymethylglutaryl-CoA synthase	2684095
SAUSA300_1982	16	181344	0.00269271270907689	groEL	chaperonin GroEL	2139834
SAUSA300_0141	1	161092	0.00270192854318187	deoB	phosphopentomutase	161092
SAUSA300_1365	12	95746	0.00271100376475433	rpsA	30S ribosomal protein S1	1531972
SAUSA300_0833	7	129444	0.00272500655356801	-	hypothetical protein	912840
SAUSA300_1295	11	120233	0.00275478825007756	-	CSD family cold shock protein	1425893
SAUSA300_1584	13	167918	0.00277248926735936	-	recombination factor protein RarA	1734710
SAUSA300_1786	15	140335	0.00278055629044927	-	ABC transporter ATP-binding protein EcsA	1968259
SAUSA300_1353	12	83324	0.00281180830039561	-	hypothetical protein	1519550
SAUSA300_1552	13	135996	0.00281536949946102	-	hypothetical protein	1702788
SAUSA300_1334	11	194425	0.00281800806441067	-	hypothetical protein	1500085
SAUSA300_1110	9	171777	0.00282790158577765	sun	ribosomal RNA small subunit methyltransferase B	1216305
SAUSA300_2029	17	101153	0.00282935113531778	-	hypothetical protein	2190209
SAUSA300_1618	14	74169	0.00285387948658385	hemX	hemA concentration negative effector hemX	1771527
SAUSA300_0392	3	182934	0.00285912559037208	-	hypothetical protein	444066
SAUSA300_1454	12	172246	0.00288741091743779	zwf	glucose-6-phosphate 1-dehydrogenase	1608472
SAUSA300_1139	10	73834	0.00292023736908906	sucD	succinyl-CoA synthetase subunit alpha	1248928
SAUSA300_1490	13	77626	0.00292780376501788	efp	elongation factor P	1644418
SAUSA300_0006	0	140261	0.00293067976218027	gyrA	DNA gyrase subunit A	9695
SAUSA300_1340	12	68707	0.00294446402537605	recU	Holliday junction-specific endonuclease	1504933
SAUSA300_0278	3	69682	0.00298303761512433	-	hypothetical protein	330814
SAUSA300_1793	15	148580	0.00299097307534953	-	hypothetical protein	1976504
SAUSA300_1616	14	72511	0.00301490191574109	hemD	uroporphyrinogen III synthase	1769869
SAUSA300_0976	8	156719	0.0031624057510779	purD	phosphoribosylamine--glycine ligase	1070681
SAUSA300_0329	3	121440	0.00323044268433246	-	putative oxidoreductase	382572
SAUSA300_1116	9	178011	0.00326379031364593	-	hypothetical protein	1222539
SAUSA300_2070	17	142648	0.00328784555159892	-	hypothetical protein	2231704
SAUSA300_1855	15	189488	0.00329350667717742	sgtB	glycosyltransferase	2017412
SAUSA300_1713	15	67473	0.00329887096209745	ribBA	riboflavin biosynthesis protein	1895397
SAUSA300_1537	13	119648	0.00331462682548137	-	16S ribosomal RNA methyltransferase RsmE	1686440
SAUSA300_2372	20	68130	0.00334299268175862	bioA	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	2548884
SAUSA300_0478	4	144413	0.0033452271248071	prs	ribose-phosphate pyrophosphokinase	536111
SAUSA300_1023	9	75047	0.00334679449955574	-	hypothetical protein	1119575
SAUSA300_0858	7	152662	0.00338846928360436	-	hypothetical protein	936058
SAUSA300_0725	6	152714	0.00341128326655326	-	hypothetical protein	805544
SAUSA300_2136	18	90108	0.00346373791129048	-	iron compound ABC transporter iron compound-binding protein	2309730
SAUSA300_1379	12	108502	0.00353402815065995	-	putative lipoprotein	1544728
SAUSA300_1103	9	163110	0.00353884110460746	rpoZ	DNA-directed RNA polymerase subunit omega	1207638
SAUSA300_0387	3	177186	0.003546838959016	pbuX	xanthine permease	438318
SAUSA300_0982	8	164131	0.0035530490247459	-	hypothetical protein	1078093
SAUSA300_1323	11	148744	0.00355649280786424	-	hypothetical protein	1454404
SAUSA300_1368	12	99337	0.00358143811749887	ansA	L-asparaginase	1535563
SAUSA300_0123	1	142960	0.00363383998539978	-	IucC family siderophore biosynthesis protein	142960
SAUSA300_0552	5	104474	0.00363991477168241	-	hypothetical protein	626738
SAUSA300_1865	16	67097	0.00367114908857764	vraR	DNA-binding response regulator	2025587
SAUSA300_0992	8	174399	0.00370919779653266	-	hypothetical protein	1088361
SAUSA300_1623	14	80190	0.003710566687316	-	hypothetical protein	1777548
SAUSA300_1030	9	81907	0.00371821158703203	-	iron transport associated domain-containing protein	1126435
SAUSA300_2256	19	73073	0.00375243081367358	-	putative N-acetylmuramoyl-L-alanine amidase	2423261
SAUSA300_0425	4	87368	0.00379592179696148	-	NADH dehydrogenase subunit 5	479066
SAUSA300_0147	1	168139	0.00384136496939755	-	5- nucleotidase family protein	168139
SAUSA300_1557	13	139357	0.00384409821352281	-	HAD superfamily hydrolase	1706149
SAUSA300_1785	15	139119	0.0039329952474176	-	putative ABC transporter protein EcsB	1967043
SAUSA300_0408	4	71148	0.00394358470033337	-	hypothetical protein	462846
SAUSA300_1899	16	107777	0.00394847248150683	-	hypothetical protein	2066267
SAUSA300_1473	12	191716	0.00400283137802221	nusB	transcription antitermination protein NusB	1627942
SAUSA300_1173	10	117601	0.00401773022583421	-	putative acetoacetyl-CoA reductase	1292695
SAUSA300_0442	4	102627	0.00404680422352531	-	hypothetical protein	494325
SAUSA300_0116	1	132230	0.00405117500186626	sirB	iron compound ABC transporter permease SirB	132230
SAUSA300_0453	4	119736	0.00407241296581706	-	hypothetical protein	511434
SAUSA300_0958	8	135362	0.00411829807478048	-	hypothetical protein	1049324
SAUSA300_0869	7	168588	0.00413311750957131	rexB	exonuclease RexB	951984
SAUSA300_0028	0	166443	0.00413453262145311	-	putative transposase	35877
SAUSA300_0971	8	150904	0.00413831493128975	purL	phosphoribosylformylglycinamidine synthase II	1064866
SAUSA300_0743	6	177548	0.00414386069209166	hprK	HPr kinase/phosphorylase	830378
SAUSA300_0687	6	111108	0.00416439707577902	-	putative hemolysin	763938
SAUSA300_0852	7	146042	0.00421943285437575	mnhD	putative monovalent cation/H+ antiporter subunit D	929438
SAUSA300_0570	5	123001	0.00424645899803625	eutD	phosphotransacetylase	645265
SAUSA300_0440	4	101983	0.00429838401205796	-	MutT/nudix family protein	493681
SAUSA300_1372	12	103822	0.00431802425568844	-	hypothetical protein	1540048
SAUSA300_2410	20	114051	0.00432693806911935	-	oligopeptide ABC transporter permease	2594805
SAUSA300_1589	13	173690	0.00433768802201255	dtd	D-tyrosyl-tRNA-Tyr- deacylase	1740482
SAUSA300_2161	18	120893	0.00437573220650188	hysA	hyaluronate lyase	2340515
SAUSA300_0589	5	141435	0.00439400220112626	-	aldo/keto reductase family protein	663699
SAUSA300_0830	7	127788	0.00440518422757751	-	hypothetical protein	911184
SAUSA300_2144	18	100515	0.00444361908244467	-	hypothetical protein	2320137
SAUSA300_1780	15	133910	0.00445043570334304	-	hypothetical protein	1961834
SAUSA300_0464	4	132723	0.00445248697660692	-	hypothetical protein	524421
SAUSA300_1714	15	68665	0.00447266576364029	ribE	riboflavin synthase subunit alpha	1896589
SAUSA300_0454	4	120339	0.00447974484067493	recR	recombination protein RecR	512037
SAUSA300_0483	4	152314	0.00448359646243531	-	tetrapyrrole methylase family protein	544012
SAUSA300_0726	6	154263	0.00459154527410293	-	glycerate kinase family protein	807093
SAUSA300_2359	19	184691	0.00461683086449587	-	amino acid ABC transporter amino acid-binding protein	2534879
SAUSA300_0477	4	143301	0.00465620202922395	glmU	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	534999
SAUSA300_1911	16	118141	0.00467768440655099	-	ABC transporter ATP-binding protein	2076631
SAUSA300_0740	6	170613	0.00483226695404568	-	hypothetical protein	823443
SAUSA300_2377	20	76790	0.00483403419216624	-	glycerate kinase	2557544
SAUSA300_0112	1	127838	0.00484839949860874	lctP	L-lactate permease	127838
SAUSA300_0505	4	173285	0.0048592934921891	-	glutamine amidotransferase subunit PdxT	564983
SAUSA300_1038	9	90939	0.00486684308544745	pheT	phenylalanyl-tRNA synthetase subunit beta	1135467
SAUSA300_2165	18	123916	0.00487234826824742	budA	alpha-acetolactate decarboxylase	2343538
SAUSA300_1094	9	153273	0.00490405881785735	pyrC	dihydroorotase	1197801
SAUSA300_1696	14	172955	0.00490853907580306	dat	D-alanine aminotransferase	1870313
SAUSA300_2313	19	135725	0.00492074597478432	-	L-lactate permease	2485913
SAUSA300_1890	16	97758	0.00492583448714038	-	staphopain A	2056248
SAUSA300_2004	17	74202	0.00493031897289487	-	hypothetical protein	2163258
SAUSA300_1883	16	87664	0.00494064493848532	putP	high affinity proline permease	2046154
SAUSA300_2467	20	182560	0.00496968984030231	srtA	sortase	2663314
SAUSA300_0991	8	172857	0.00497729838225537	def	peptide deformylase	1086819
SAUSA300_1460	12	178367	0.00500454474961062	-	M20/M25/M40 family peptidase	1614593
SAUSA300_0487	4	154965	0.00505991873474916	-	hypothetical protein	546663
SAUSA300_0625	5	176358	0.00513925977101044	tagG	teichoic acid ABC transporter protein	698622
SAUSA300_2174	18	134816	0.00522562871711354	-	cobalt transport family protein	2354438
SAUSA300_2470	20	185565	0.00526440656474616	sdaAB	L-serine dehydratase- iron-sulfur-dependent- beta subunit	2666319
SAUSA300_1543	13	126255	0.00528157530479849	-	coproporphyrinogen III oxidase	1693047
SAUSA300_0697	6	118428	0.00530970728990007	-	exsB protein	771258
SAUSA300_1321	11	147129	0.00548676323582265	-	hypothetical protein	1452789
SAUSA300_1896	16	103791	0.00552561104827253	pheA	prephenate dehydratase	2062281
SAUSA300_0651	6	73632	0.00554215640988213	-	CHAP domain-contain protein	726462
SAUSA300_1598	13	185845	0.00559569247712999	ruvA	Holliday junction DNA helicase RuvA	1752637
SAUSA300_2111	18	66348	0.00560283364932109	glmM	phosphoglucosamine mutase	2285970
SAUSA300_1355	12	85164	0.00563605744458364	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	1521390
SAUSA300_1124	9	186720	0.00564019295762252	fabG	3-oxoacyl--acyl-carrier-protein- reductase	1231248
SAUSA300_1002	8	184367	0.00567698966480632	potD	spermidine/putrescine ABC transporter spermidine/putrescine-binding protein	1098329
SAUSA300_1025	9	75593	0.00580232048964739	-	hypothetical protein	1120121
SAUSA300_2138	18	92560	0.00582529447485534	-	hypothetical protein	2312182
SAUSA300_1037	9	88537	0.00583796852613451	pheS	phenylalanyl-tRNA synthetase subunit alpha	1133065
SAUSA300_0960	8	138760	0.00586169825005011	qoxD	quinol oxidase- subunit IV	1052722
SAUSA300_2078	17	150648	0.00597899592856023	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2239704
SAUSA300_1750	15	102758	0.00598856517462171	-	hypothetical protein	1930682
SAUSA300_0748	6	183126	0.00618161148606889	-	hypothetical protein	835956
SAUSA300_0115	1	131235	0.00621339445882711	sirC	iron compound ABC transporter permease SirC	131235
SAUSA300_2023	17	96685	0.00621801206038849	rsbW	serine-protein kinase RsbW	2185741
SAUSA300_1278	11	101957	0.00631211854405487	pepF	oligoendopeptidase F	1407617
SAUSA300_0871	7	173310	0.006338863869042	-	hypothetical protein	956706
SAUSA300_2098	17	173348	0.00635071273304236	arsR	ArsR family transcriptional regulator	2262404
SAUSA300_2208	18	154116	0.00639740478165991	topB	DNA topoisomerase III	2373738
SAUSA300_1498	13	84822	0.00646635043887258	gcvT	glycine cleavage system aminomethyltransferase T	1651614
SAUSA300_2420	20	125191	0.00649802649029402	-	hypothetical protein	2605945
SAUSA300_2066	17	139679	0.00656729790069996	upp	uracil phosphoribosyltransferase	2228735
SAUSA300_0042	0	185174	0.00670562702532018	-	hypothetical protein	54608
SAUSA300_2309	19	132742	0.0068314659220862	-	sensor histidine kinase	2482930
SAUSA300_1339	12	67191	0.00686986546124998	-	hypothetical protein	1503417
SAUSA300_2166	18	124657	0.00690666558011384	alsS	acetolactate synthase	2344279
SAUSA300_1631	14	88465	0.00696569070057371	-	replication initiation and membrane attachment protein	1785823
SAUSA300_0004	0	135617	0.00710340992393318	recF	recombination protein F	5051
SAUSA300_0017	0	154314	0.00711534858556811	purA	adenylosuccinate synthetase	23748
SAUSA300_1604	13	189673	0.00712433899707575	mreD	rod shape-determining protein MreD	1756465
SAUSA300_0347	3	138757	0.00719248582571327	tatC	Sec-independent protein translocase TatC	399889
SAUSA300_1684	14	159066	0.00727326356387329	-	hypothetical protein	1856424
SAUSA300_1244	10	188933	0.00732327739230784	mscL	large-conductance mechanosensitive channel	1364027
SAUSA300_0027	0	166335	0.00736062603622243	-	hypothetical protein	35769
SAUSA300_2127	18	81385	0.00742851839366563	-	hypothetical protein	2301007
SAUSA300_0378	3	166368	0.00745059159124817	-	hypothetical protein	427500
SAUSA300_0747	6	181335	0.0075244365290434	trxB	thioredoxin-disulfide reductase	834165
SAUSA300_2250	19	66247	0.00752750583317344	nhaC	Na+/H+ antiporter NhaC	2416435
SAUSA300_1685	14	160339	0.00762392866061744	-	hypothetical protein	1857697
SAUSA300_1866	16	67716	0.00767722702588125	vraS	two-component sensor histidine kinase	2026206
SAUSA300_1920	16	128855	0.00777240534066657	chs	chemotaxis-inhibiting protein CHIPS	2087345
SAUSA300_2533	21	122735	0.00778949409081668	panC	pantoate--beta-alanine ligase	2734055
SAUSA300_1626	14	82291	0.00781691568312397	rpmI	50S ribosomal protein L35	1779649
SAUSA300_0634	5	187704	0.00788223327292828	fhuB	ferrichrome transport permease fhuB	709968
SAUSA300_1027	9	77669	0.00796078202464707	rpmF	50S ribosomal protein L32	1122197
SAUSA300_1990	16	189158	0.00796975043140773	agrD	accessory gene regulator protein D	2147648
SAUSA300_2058	17	131885	0.00798604745008617	atpD	F0F1 ATP synthase subunit beta	2220941
SAUSA300_2167	18	127511	0.00805314763360322	-	hypothetical protein	2347133
SAUSA300_1016	9	70261	0.0082367750535244	cyoE	protoheme IX farnesyltransferase	1114789
SAUSA300_2137	18	91483	0.00827129122714166	-	hypothetical protein	2311105
SAUSA300_1892	16	98561	0.00856647914617439	-	hypothetical protein	2057051
SAUSA300_1517	13	100233	0.00859539739487561	-	endonuclease IV	1667025
SAUSA300_0948	8	123711	0.00864953596801473	menB	naphthoate synthase	1037673
SAUSA300_1377	12	107308	0.00869278329966309	-	hypothetical protein	1543534
SAUSA300_0754	6	188809	0.00869469275771399	-	hypothetical protein	841639
SAUSA300_0785	7	88872	0.00879916207942794	-	acetyltransferase	872268
SAUSA300_1375	12	106061	0.00883296254989695	-	hypothetical protein	1542287
SAUSA300_1753	15	110831	0.00896999848740355	splF	serine protease SplF	1938755
SAUSA300_1190	10	136745	0.0091537979503699	glpP	glycerol uptake operon antiterminator regulatory protein	1311839
SAUSA300_0576	5	127994	0.00923179305544123	-	putative pyridine nucleotide-disulfide oxidoreductase	650258
SAUSA300_1050	9	105147	0.00936998697740168	-	nucleoside-triphosphatase	1149675
SAUSA300_1031	9	82983	0.00937729717313718	-	hypothetical protein	1127511
SAUSA300_0903	8	77915	0.00944144472034696	-	hypothetical protein	991877
SAUSA300_0731	6	159604	0.00944601762546596	-	glycosyl transferase- group 4 family protein	812434
SAUSA300_1843	15	176083	0.00948870995916829	-	D-isomer specific 2-hydroxyacid dehydrogenase family protein	2004007
SAUSA300_2077	17	150224	0.00952268604957165	-	hypothetical protein	2239280
SAUSA300_2379	20	78902	0.00973899630807388	-	putative transporter protein	2559656
SAUSA300_1867	16	68756	0.00981927134971012	-	hypothetical protein	2027246
SAUSA300_0468	4	136868	0.00988393707791207	-	TatD family hydrolase	528566
SAUSA300_1165	10	106213	0.00998381417628803	ribF	riboflavin biosynthesis protein ribF	1281307
SAUSA300_1444	12	162268	0.00999685553814305	scpB	segregation and condensation protein B	1598494
SAUSA300_0746	6	180333	0.0101665960886912	-	TPR domain-containing protein	833163
SAUSA300_1583	13	166137	0.0103887042963063	-	hypothetical protein	1732929
SAUSA300_0742	6	175954	0.0104120552232134	uvrA	excinuclease ABC subunit A	828784
SAUSA300_0984	8	166272	0.0104498311113089	ptsI	phosphoenolpyruvate-protein phosphotransferase	1080234
SAUSA300_0388	3	178690	0.0105688580187206	guaB	inosine-5--monophosphate dehydrogenase	439822
SAUSA300_2556	21	154889	0.0106041818465672	-	ABC transporter protein	2766209
SAUSA300_1551	13	135642	0.0107157170153377	-	hypothetical protein	1702434
SAUSA300_1550	13	134923	0.0108446902733824	-	hypothetical protein	1701715
SAUSA300_2139	18	94304	0.0109577334290798	-	putative transporter	2313926
SAUSA300_2236	18	183305	0.0109714552541687	-	hypothetical protein	2402927
SAUSA300_0078	1	88118	0.0109871818750878	copA	ATPase copper transport	88118
SAUSA300_1842	15	175540	0.0111461252352912	-	FUR family transcriptional regulator	2003464
SAUSA300_0108	1	120990	0.0111516782119847	-	myosin-cross-reactive antigen	120990
SAUSA300_0706	6	131401	0.0112833606494007	-	putative osmoprotectant ABC transporter ATP-binding protein	784231
SAUSA300_0427	4	90610	0.0113020238453092	-	hypothetical protein	482308
SAUSA300_1442	12	160680	0.0113594478072617	srrA	respiratory response protein- SrrA	1596906
SAUSA300_0857	7	151869	0.0114123777279906	-	hypothetical protein	935265
SAUSA300_0701	6	122853	0.0114624106720044	-	hypothetical protein	775683
SAUSA300_1752	15	108912	0.0117063242437548	hsdM	type I restriction-modification system- M subunit	1936836
SAUSA300_1578	13	161846	0.0119279683127429	mnmA	tRNA-specific 2-thiouridylase MnmA	1728638
SAUSA300_1796	15	150961	0.0119608465146831	-	hypothetical protein	1978885
SAUSA300_1639	14	99839	0.0119622184085079	phoP	alkaline phosphatase synthesis transcriptional regulatory protein	1797197
SAUSA300_2407	20	111631	0.0120679373970202	-	oligopeptide ABC transporter ATP-binding protein	2592385
SAUSA300_0911	8	85928	0.0124226771957841	-	transporter- monovalent cation-proton antiporter-2 -CPA2- family protein	999890
SAUSA300_2207	18	152669	0.0127921134289571	-	xanthine/uracil permease family protein	2372291
SAUSA300_1239	10	183418	0.0129581439028385	tkt	transketolase	1358512
SAUSA300_2173	18	134008	0.0130360497444407	truA	tRNA pseudouridine synthase A	2353630
SAUSA300_0870	7	172242	0.0130413115996807	rexA	exonuclease RexA	955638
SAUSA300_1859	15	193080	0.0131860153598801	-	hypothetical protein	2021004
SAUSA300_0924	8	102968	0.0132373811560702	-	sodium transport family protein	1016930
SAUSA300_2527	21	118027	0.0134011446046097	-	hypothetical protein	2729347
SAUSA300_0818	7	115134	0.0134895829936564	sufC	FeS assembly ATPase SufC	898530
SAUSA300_1216	10	160316	0.0135154544754894	-	cardiolipin synthetase	1335410
SAUSA300_0451	4	117563	0.0135454825777228	-	acetyltransferase	509261
SAUSA300_0828	7	126274	0.0135620049785424	-	5--nucleotidase family protein	909670
SAUSA300_0671	6	93366	0.0137804784074722	-	ABC transporter ATP-binding protein	746196
SAUSA300_2552	21	148162	0.0137825126948757	-	citrate transporter- permease	2759482
SAUSA300_0303	3	92537	0.0138316072898771	-	hypothetical protein	353669
SAUSA300_0913	8	87171	0.0138528837737753	-	hypothetical protein	1001133
SAUSA300_0653	6	78110	0.0138533345523337	-	AraC family transcriptional regulator	730940
SAUSA300_1006	8	187780	0.0138750053658476	-	hypothetical protein	1101742
SAUSA300_0591	5	142827	0.0138755801721444	-	acetyltransferase	665091
SAUSA300_0077	1	85035	0.0138758129259239	-	ABC transporter ATP-binding protein	85035
SAUSA300_1676	14	146655	0.0138761034333194	sgtA	transglycosylase	1844013
SAUSA300_1706	14	192718	0.0138770484301801	-	hypothetical protein	1890076
SAUSA300_2482	21	68482	0.0138776165035249	-	hypothetical protein	2679802
SAUSA300_1718	15	74459	0.0138782957820804	arsB	aresenical pump membrane protein	1902383
SAUSA300_1868	16	69472	0.0138800188001748	-	hypothetical protein	2027962
SAUSA300_0037	0	176458	0.0138802442867557	ccrB	cassette chromosome recombinase B	45892
SAUSA300_1163	10	104141	0.013880677239756	rbfA	ribosome-binding factor A	1279235
SAUSA300_1141	10	76451	0.0138850339651619	-	endopeptidase resistance protein	1251545
SAUSA300_0134	1	153934	0.0138862793065171	-	polysaccharide extrusion protein	153934
SAUSA300_0882	7	186404	0.0138876442633575	-	hypothetical protein	969800
SAUSA300_2133	18	86494	0.0138897448289853	-	transporter gate domain-containing protein	2306116
SAUSA300_0300	3	90530	0.0138897448289854	-	hypothetical protein	351662
SAUSA300_2369	20	65325	0.0138928240242349	-	6-carboxyhexanoate--CoA ligase	2546079
SAUSA300_0782	7	86988	0.0138982911674471	-	hypothetical protein	870384
SAUSA300_1238	10	181309	0.0138990472702757	-	hypothetical protein	1356403
SAUSA300_1242	10	185829	0.0139079023862547	sbcD	exonuclease SbcD	1360923
SAUSA300_1089	9	147704	0.01390902774081	lspA	lipoprotein signal peptidase	1192232
SAUSA300_1799	15	153729	0.0139446590842056	-	putative sensor histidine kinase	1981653
SAUSA300_0999	8	181689	0.013954522876895	potA	spermidine/putrescine ABC transporter ATP-binding protein	1095651
SAUSA300_0563	5	116688	0.01400719086377	ung	uracil-DNA glycosylase	638952
SAUSA300_1133	10	66290	0.0140151321532604	trmD	tRNA -guanine-N-1----methyltransferase	1241384
SAUSA300_0466	4	133805	0.0140175042161681	-	hypothetical protein	525503
SAUSA300_2368	19	195413	0.014028893953409	-	hypothetical protein	2545601
SAUSA300_0156	1	179160	0.0140321650881734	cap5E	capsular polysaccharide biosynthesis protein Cap5E	179160
SAUSA300_2536	21	125416	0.0140463083312603	budA	alpha-acetolactate decarboxylase	2736736
SAUSA300_0326	3	118166	0.0140470606972592	-	hypothetical protein	379298
SAUSA300_1612	14	68708	0.0140653504931719	tag	DNA-3-methyladenine glycosidase	1766066
SAUSA300_0458	4	128440	0.0140691853347886	-	Orn/Lys/Arg decarboxylase	520138
SAUSA300_1808	15	162444	0.0140928049546157	-	amino acid ABC transporter permease/substrate-binding protein	1990368
SAUSA300_1689	14	166711	0.0140947070288298	-	hypothetical protein	1864069
SAUSA300_2112	18	67730	0.0140992081482463	-	hypothetical protein	2287352
SAUSA300_0952	8	127118	0.0141210134058752	-	aminotransferase- class I	1041080
SAUSA300_0686	6	109538	0.0141284724384799	nagA	N-acetylglucosamine-6-phosphate deacetylase	762368
SAUSA300_1734	15	90857	0.0141495414239261	-	hypothetical protein	1918781
SAUSA300_1675	14	144106	0.0141550831004322	tyrS	tyrosyl-tRNA synthetase	1841464
SAUSA300_0642	5	194987	0.0141622271067762	-	hypothetical protein	717251
SAUSA300_0730	6	157161	0.0142372311566225	-	GGDEF domain-containing protein	809991
SAUSA300_1129	9	193325	0.0142404988921743	-	putative DNA-binding protein	1237853
SAUSA300_0383	3	172541	0.0142607399146648	-	hypothetical protein	433673
SAUSA300_2225	18	174281	0.014304407572358	moaC	molybdenum cofactor biosynthesis protein MoaC	2393903
SAUSA300_0046	0	188175	0.014320412616824	-	hypothetical protein	57609
SAUSA300_1864	16	66981	0.0143347596390429	-	hypothetical protein	2025471
SAUSA300_1337	12	66277	0.0143756079145185	-	hypothetical protein	1502503
SAUSA300_0512	4	182325	0.0143891713098735	-	PilT domain-containing protein	574023
SAUSA300_1486	13	73778	0.0143979507753302	-	hypothetical protein	1640570
SAUSA300_1065	9	121574	0.0144151210396374	-	exfoliative toxin A	1166102
SAUSA300_1654	14	122656	0.0144397619374453	-	proline dipeptidase	1820014
SAUSA300_1854	15	188409	0.0144480160896689	recX	recombination regulator RecX	2016333
SAUSA300_2222	18	171523	0.0144553395757197	moaE	molybdopterin converting factor- subunit 2	2391145
SAUSA300_2143	18	100263	0.0144778609404472	-	hypothetical protein	2319885
SAUSA300_0171	1	195030	0.0144782969514139	-	cation efflux family protein	195030
SAUSA300_2216	18	167289	0.0144952351706531	-	MarR family transcriptional regulator	2386911
SAUSA300_2125	18	78409	0.014495555657581	-	ATP-binding Mrp/Nbp35 family protein	2298031
SAUSA300_2255	19	71638	0.0144982257898721	-	hypothetical protein	2421826
SAUSA300_0428	4	90839	0.0145249443685587	-	hypothetical protein	482537
SAUSA300_0443	4	103406	0.0145453777102624	-	hypothetical protein	495104
SAUSA300_0633	5	186664	0.0145485591529049	fhuA	ferrichrome transport ATP-binding protein fhuA	708928
SAUSA300_0722	6	149674	0.0145645044971536	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	802504
SAUSA300_0595	5	146911	0.0145951245089265	-	hypothetical protein	669175
SAUSA300_0600	5	152730	0.0145961401793486	-	HAD superfamily hydrolase	674994
SAUSA300_1511	13	94686	0.0146114962018545	rpmG	50S ribosomal protein L33	1661478
SAUSA300_2516	21	108295	0.0146423521988078	-	short chain dehydrogenase/reductase family oxidoreductase	2719615
SAUSA300_1034	9	85632	0.0146428731534148	srtB	sortase B	1130160
SAUSA300_0604	5	155991	0.014649627739219	-	alpha/beta fold family hydrolase	678255
SAUSA300_0842	7	137715	0.0146578361027288	-	hypothetical protein	921111
SAUSA300_2462	20	177725	0.0146824949239009	frp	NAD-P-H-flavin oxidoreductase	2658479
SAUSA300_1312	11	139852	0.0146950645581904	-	acetyltransferase	1445512
SAUSA300_0598	5	150858	0.0147047809830269	-	putative iron compound ABC transporter iron compound-binding protein	673122
SAUSA300_0406	4	68558	0.0147408442290415	-	putative restriction/modification system specificity protein	460256
SAUSA300_1553	13	136570	0.0148011374062337	nadD	nicotinate -nicotinamide- nucleotide adenylyltransferase	1703362
SAUSA300_2628	22	112683	0.0148302966193662	rarD	RarD protein	2854569
SAUSA300_1621	14	77313	0.0148486506027594	clpX	ATP-dependent protease ATP-binding subunit ClpX	1774671
SAUSA300_1187	10	131254	0.0148499083033478	-	hypothetical protein	1306348
SAUSA300_0998	8	180582	0.0148635082242811	-	hypothetical protein	1094544
SAUSA300_2113	18	68664	0.0148866833328092	-	hypothetical protein	2288286
SAUSA300_0765	7	70973	0.0149059445508095	smpB	SsrA-binding protein	854369
SAUSA300_0504	4	172721	0.0149657694640726	-	pyridoxal biosynthesis lyase PdxS	564419
SAUSA300_1509	13	92463	0.0150198603156462	-	rhomboid family peptidase	1659255
SAUSA300_0601	5	153514	0.0150198603156463	-	alpha/beta fold family hydrolase	675778
SAUSA300_0724	6	152240	0.0150371408902101	-	hypothetical protein	805070
SAUSA300_0622	5	172592	0.0151026147771338	-	hypothetical protein	694856
SAUSA300_0906	8	80339	0.0151525957861917	-	hypothetical protein	994301
SAUSA300_1097	9	158343	0.0151526782444073	pyrF	orotidine 5--phosphate decarboxylase	1202871
SAUSA300_2483	21	70078	0.0151570427562707	-	hydroxymethylglutaryl-CoA reductase	2681398
SAUSA300_1186	10	130736	0.0152214166277081	-	hypothetical protein	1305830
SAUSA300_0839	7	135373	0.0152344255544462	-	hypothetical protein	918769
SAUSA300_1736	15	91653	0.0152466651884148	-	hypothetical protein	1919577
SAUSA300_0033	0	172785	0.0152682482474441	-	methicillin-resistance MecR1 regulatory protein	42219
SAUSA300_0420	4	81772	0.0152682482474441	-	hypothetical protein	473470
SAUSA300_1682	14	155746	0.0153097349821701	ccpA	catabolite control protein A	1853104
SAUSA300_0845	7	141355	0.0153206111207425	ampA	cytosol aminopeptidase	924751
SAUSA300_0615	5	165293	0.0153206111207425	-	putative monovalent cation/H+ antiporter subunit F	687557
SAUSA300_0546	5	91726	0.0153292790291738	sdrC	sdrC protein	613990
SAUSA300_0711	6	135723	0.0153834810364196	-	hypothetical protein	788553
SAUSA300_0699	6	121175	0.0153977067505676	-	chorismate-binding domain-containing protein	774005
SAUSA300_2549	21	143391	0.0154582917665807	bccT	BCCT family choline/carnitine/betaine transporter	2754711
