SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_1096	9	157541	0.427443273791007	carB	carbamoyl phosphate synthase large subunit	1202069
SAUSA300_0368	3	158755	0.427819556391069	rpsR	30S ribosomal protein S18	419887
SAUSA300_2057	17	131461	0.428129559649149	atpC	F0F1 ATP synthase subunit epsilon	2220517
SAUSA300_1647	14	111365	0.429252943671068	accD	acetyl-CoA carboxylase subunit beta	1808723
SAUSA300_2556	21	154889	0.43046831223119	-	ABC transporter protein	2766209
SAUSA300_1102	9	162892	0.430846976728548	gmk	guanylate kinase	1207420
SAUSA300_2139	18	94304	0.432231155166684	-	putative transporter	2313926
SAUSA300_2329	19	154762	0.432561548169009	gltT	proton/sodium-glutamate symport protein	2504950
SAUSA300_1842	15	175540	0.433154278395989	-	FUR family transcriptional regulator	2003464
SAUSA300_0108	1	120990	0.433182624068873	-	myosin-cross-reactive antigen	120990
SAUSA300_1239	10	183418	0.433785402623419	tkt	transketolase	1358512
SAUSA300_0706	6	131401	0.433820573486978	-	putative osmoprotectant ABC transporter ATP-binding protein	784231
SAUSA300_0857	7	151869	0.434441200016335	-	hypothetical protein	935265
SAUSA300_0438	4	100985	0.434671799290492	-	CHAP domain-contain protein	492683
SAUSA300_0701	6	122853	0.434682618166162	-	hypothetical protein	775683
SAUSA300_1800	15	155825	0.434921402016208	-	ribosomal large subunit pseudouridine synthase D	1983749
SAUSA300_2285	19	107219	0.435105069575034	galM	aldose 1-epimerase	2457407
SAUSA300_0556	5	107808	0.435336748259679	-	SIS domain-containing protein	630072
SAUSA300_2251	19	67742	0.435417216720503	-	dehydrogenase family protein	2417930
SAUSA300_1752	15	108912	0.43584193422311	hsdM	type I restriction-modification system- M subunit	1936836
SAUSA300_2100	17	175687	0.436162808091567	-	lytic regulatory protein	2264743
SAUSA300_0047	0	190629	0.4369187234405	-	hypothetical protein	60063
SAUSA300_1639	14	99839	0.437029867086335	phoP	alkaline phosphatase synthesis transcriptional regulatory protein	1797197
SAUSA300_1285	11	110284	0.437593428660777	-	ABC transporter ATP-binding protein	1415944
SAUSA300_1358	12	89523	0.437711111896653	ndk	nucleoside diphosphate kinase	1525749
SAUSA300_2441	20	151991	0.440080076800026	fnbA	fibronectin binding protein A	2632745
SAUSA300_1130	9	194718	0.440592322323437	ffh	signal recognition particle protein	1239246
SAUSA300_1016	9	70261	0.440774357877975	cyoE	protoheme IX farnesyltransferase	1114789
SAUSA300_1145	10	82521	0.440785783013087	xerC	tyrosine recombinase xerC	1257615
SAUSA300_0078	1	88118	0.441175780020707	copA	ATPase copper transport	88118
SAUSA300_2173	18	134008	0.441842058341083	truA	tRNA pseudouridine synthase A	2353630
SAUSA300_1859	15	193080	0.442485392928384	-	hypothetical protein	2021004
SAUSA300_1077	9	134135	0.443434338115186	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	1178663
SAUSA300_1611	13	195681	0.443754779901849	valS	valyl-tRNA synthetase	1762473
SAUSA300_1216	10	160316	0.443889450942783	-	cardiolipin synthetase	1335410
SAUSA300_0451	4	117563	0.444013871853415	-	acetyltransferase	509261
SAUSA300_0828	7	126274	0.444083789458618	-	5--nucleotidase family protein	909670
SAUSA300_2552	21	148162	0.445006541586689	-	citrate transporter- permease	2759482
SAUSA300_0913	8	87171	0.445298497118169	-	hypothetical protein	1001133
SAUSA300_1006	8	187780	0.445389759087248	-	hypothetical protein	1101742
SAUSA300_0077	1	85035	0.445392810017864	-	ABC transporter ATP-binding protein	85035
SAUSA300_0875	7	176813	0.4453934541084	-	hypothetical protein	960209
SAUSA300_0591	5	142827	0.445393926610534	-	acetyltransferase	665091
SAUSA300_1706	14	192718	0.445404572623384	-	hypothetical protein	1890076
SAUSA300_1868	16	69472	0.44541031769702	-	hypothetical protein	2027962
SAUSA300_1718	15	74459	0.445413617672055	arsB	aresenical pump membrane protein	1902383
SAUSA300_0882	7	186404	0.445442386491327	-	hypothetical protein	969800
SAUSA300_0300	3	90530	0.445454036141209	-	hypothetical protein	351662
SAUSA300_2133	18	86494	0.445454036141209	-	transporter gate domain-containing protein	2306116
SAUSA300_2369	20	65325	0.445467561733171	-	6-carboxyhexanoate--CoA ligase	2546079
SAUSA300_0134	1	153934	0.445471526304643	-	polysaccharide extrusion protein	153934
SAUSA300_1238	10	181309	0.44548907723473	-	hypothetical protein	1356403
SAUSA300_1089	9	147704	0.445530493821132	lspA	lipoprotein signal peptidase	1192232
SAUSA300_0703	6	126255	0.445619651653622	-	sulfatase family protein	779085
SAUSA300_0999	8	181689	0.445738087516312	potA	spermidine/putrescine ABC transporter ATP-binding protein	1095651
SAUSA300_0841	7	136098	0.445760762326478	-	hypothetical protein	919494
SAUSA300_0563	5	116688	0.445938434980296	ung	uracil-DNA glycosylase	638952
SAUSA300_0466	4	133805	0.445986475884625	-	hypothetical protein	525503
SAUSA300_1497	13	83456	0.446014300531956	-	glycine dehydrogenase subunit 1	1650248
SAUSA300_2368	19	195413	0.446024180702387	-	hypothetical protein	2545601
SAUSA300_0156	1	179160	0.446047662306041	cap5E	capsular polysaccharide biosynthesis protein Cap5E	179160
SAUSA300_2536	21	125416	0.446097930483846	budA	alpha-acetolactate decarboxylase	2736736
SAUSA300_0326	3	118166	0.446103325276629	-	hypothetical protein	379298
SAUSA300_1612	14	68708	0.446174484982702	tag	DNA-3-methyladenine glycosidase	1766066
SAUSA300_0458	4	128440	0.446201949475616	-	Orn/Lys/Arg decarboxylase	520138
SAUSA300_1689	14	166711	0.446294148137812	-	hypothetical protein	1864069
SAUSA300_2112	18	67730	0.44631408935671	-	hypothetical protein	2287352
SAUSA300_0952	8	127118	0.446417435196337	-	aminotransferase- class I	1041080
SAUSA300_0686	6	109538	0.446438933008319	nagA	N-acetylglucosamine-6-phosphate deacetylase	762368
SAUSA300_1734	15	90857	0.44651928470683	-	hypothetical protein	1918781
SAUSA300_1675	14	144106	0.446558761157935	tyrS	tyrosyl-tRNA synthetase	1841464
SAUSA300_0642	5	194987	0.446571105383074	-	hypothetical protein	717251
SAUSA300_1686	14	160904	0.446685627058122	murC	UDP-N-acetylmuramate--L-alanine ligase	1858262
SAUSA300_1129	9	193325	0.446888292489229	-	putative DNA-binding protein	1237853
SAUSA300_0383	3	172541	0.446972352617675	-	hypothetical protein	433673
SAUSA300_2225	18	174281	0.447147459190056	moaC	molybdenum cofactor biosynthesis protein MoaC	2393903
SAUSA300_0046	0	188175	0.447215883866364	-	hypothetical protein	57609
SAUSA300_1864	16	66981	0.447270242638164	-	hypothetical protein	2025471
SAUSA300_0512	4	182325	0.447497213571279	-	PilT domain-containing protein	574023
SAUSA300_1486	13	73778	0.44755882816974	-	hypothetical protein	1640570
SAUSA300_1065	9	121574	0.447595928911874	-	exfoliative toxin A	1166102
SAUSA300_1654	14	122656	0.447701564870774	-	proline dipeptidase	1820014
SAUSA300_1157	10	98711	0.447722111069787	polC	DNA polymerase III PolC	1273805
SAUSA300_2143	18	100263	0.447844956485757	-	hypothetical protein	2319885
SAUSA300_0171	1	195030	0.447849990724795	-	cation efflux family protein	195030
SAUSA300_2216	18	167289	0.447916214201113	-	MarR family transcriptional regulator	2386911
SAUSA300_2125	18	78409	0.4479184471781	-	ATP-binding Mrp/Nbp35 family protein	2298031
SAUSA300_2255	19	71638	0.447937052863752	-	hypothetical protein	2421826
SAUSA300_1792	15	145654	0.447963561792998	-	hypothetical protein	1973578
SAUSA300_0428	4	90839	0.448034498653622	-	hypothetical protein	482537
SAUSA300_0633	5	186664	0.44812968245444	fhuA	ferrichrome transport ATP-binding protein fhuA	708928
SAUSA300_0443	4	103406	0.448135178351121	-	hypothetical protein	495104
SAUSA300_0790	7	92643	0.448221082641635	-	hypothetical protein	876039
SAUSA300_0595	5	146911	0.448314663917688	-	hypothetical protein	669175
SAUSA300_0600	5	152730	0.448321696405459	-	HAD superfamily hydrolase	674994
SAUSA300_1511	13	94686	0.448379305477931	rpmG	50S ribosomal protein L33	1661478
SAUSA300_1034	9	85632	0.448506984802517	srtB	sortase B	1130160
SAUSA300_0604	5	155991	0.448553626940118	-	alpha/beta fold family hydrolase	678255
SAUSA300_0842	7	137715	0.448563653359742	-	hypothetical protein	921111
SAUSA300_1158	10	99468	0.448566385613655	-	hypothetical protein	1274562
SAUSA300_2462	20	177725	0.448663809152845	frp	NAD-P-H-flavin oxidoreductase	2658479
SAUSA300_1312	11	139852	0.448715486236466	-	acetyltransferase	1445512
SAUSA300_0598	5	150858	0.448755698299163	-	putative iron compound ABC transporter iron compound-binding protein	673122
SAUSA300_0406	4	68558	0.448906783357909	-	putative restriction/modification system specificity protein	460256
SAUSA300_1553	13	136570	0.449131106084224	nadD	nicotinate -nicotinamide- nucleotide adenylyltransferase	1703362
SAUSA300_1187	10	131254	0.449326684340945	-	hypothetical protein	1306348
SAUSA300_2113	18	68664	0.449472681071832	-	hypothetical protein	2288286
SAUSA300_1448	12	165146	0.449711374396864	-	FUR family transcriptional regulator	1601372
SAUSA300_0504	4	172721	0.449783079350557	-	pyridoxal biosynthesis lyase PdxS	564419
SAUSA300_2433	20	139249	0.449791652705452	-	phosphoglucomutase/phosphomannomutase family protein	2620003
SAUSA300_1509	13	92463	0.450000589648446	-	rhomboid family peptidase	1659255
SAUSA300_0601	5	153514	0.450000589648446	-	alpha/beta fold family hydrolase	675778
SAUSA300_0622	5	172592	0.450311079621903	-	hypothetical protein	694856
SAUSA300_0906	8	80339	0.450505592297182	-	hypothetical protein	994301
SAUSA300_1097	9	158343	0.45050614408766	pyrF	orotidine 5--phosphate decarboxylase	1202871
SAUSA300_2483	21	70078	0.450535354040239	-	hydroxymethylglutaryl-CoA reductase	2681398
SAUSA300_0839	7	135373	0.450821447643589	-	hypothetical protein	918769
SAUSA300_1736	15	91653	0.45086901357176	-	hypothetical protein	1919577
SAUSA300_0033	0	172785	0.450959101045078	-	methicillin-resistance MecR1 regulatory protein	42219
SAUSA300_0845	7	141355	0.451168281586347	ampA	cytosol aminopeptidase	924751
SAUSA300_0615	5	165293	0.451168281586347	-	putative monovalent cation/H+ antiporter subunit F	687557
SAUSA300_0711	6	135723	0.451397800299667	-	hypothetical protein	788553
SAUSA300_0699	6	121175	0.451457133611163	-	chorismate-binding domain-containing protein	774005
SAUSA300_1900	16	108759	0.451461578724086	ppaC	putative manganese-dependent inorganic pyrophosphatase	2067249
SAUSA300_2549	21	143391	0.451725998594245	bccT	BCCT family choline/carnitine/betaine transporter	2754711
SAUSA300_1115	9	177363	0.451808839902704	rpe	ribulose-phosphate 3-epimerase	1221891
SAUSA300_1708	14	193398	0.451974745511035	rot	accessory regulator Rot	1890756
SAUSA300_1850	15	185479	0.452123566990088	-	hypothetical protein	2013403
SAUSA300_0459	4	129059	0.45253644438013	tmk	thymidylate kinase	520757
SAUSA300_1596	13	183782	0.452541388014887	queA	S-adenosylmethionine-tRNA ribosyltransferase-isomerase	1750574
SAUSA300_0658	6	82143	0.45258919657443	-	LysR family transcriptional regulator	734973
SAUSA300_1035	9	85974	0.452689515984141	-	heme-degrading monooxygenase IsdG	1130502
SAUSA300_1787	15	141631	0.4527500799061	-	HIT family protein	1969555
SAUSA300_0868	7	164952	0.452761263193503	spsB	signal peptidase IB	948348
SAUSA300_0571	5	123840	0.452798137418514	-	lipoate-protein ligase A family protein	646104
SAUSA300_1851	15	185740	0.452830386375809	-	hypothetical protein	2013664
SAUSA300_0569	5	121095	0.452839051510288	-	putative heme peroxidase	643359
SAUSA300_0566	5	119175	0.452871409755539	-	amino acid permease	641439
SAUSA300_1452	12	169424	0.452938062932341	proC	pyrroline-5-carboxylate reductase	1605650
SAUSA300_1769	15	128380	0.452988210738712	lukE	leukotoxin LukE	1956304
SAUSA300_0095	1	103794	0.453171766752892	-	transcriptional regulator	103794
SAUSA300_0007	0	140348	0.453357062219229	-	hypothetical protein	9782
SAUSA300_1197	10	143971	0.453448612555292	-	glutathione peroxidase	1319065
SAUSA300_0385	3	174420	0.454070666541955	-	hypothetical protein	435552
SAUSA300_2131	18	85410	0.454204884584957	-	hypothetical protein	2305032
SAUSA300_1171	10	115611	0.454325680203831	-	hypothetical protein	1290705
SAUSA300_2076	17	148559	0.454631170518287	-	aldehyde dehydrogenase family protein	2237615
SAUSA300_1789	15	143428	0.454796667997481	-	hypothetical protein	1971352
SAUSA300_0673	6	95089	0.454952740349892	-	cobalamin synthesis protein/P47K family protein	747919
SAUSA300_0657	6	81161	0.455290987657668	-	hypothetical protein	733991
SAUSA300_1638	14	98178	0.455292816032911	phoR	sensory box histidine kinase PhoR	1795536
SAUSA300_0170	1	193425	0.455380528098406	-	aldehyde dehydrogenase	193425
SAUSA300_0889	7	193848	0.455615730702005	oppD	oligopeptide ABC transporter ATP-binding protein	977244
SAUSA300_2292	19	114414	0.455741907193474	fni	isopentenyl pyrophosphate isomerase	2464602
SAUSA300_0278	3	69682	0.456170283518544	-	hypothetical protein	330814
SAUSA300_0137	1	156086	0.456799516775186	-	GntR family transcriptional regulator	156086
SAUSA300_1198	10	145797	0.456863987836196	-	putative GTP-binding protein	1320891
SAUSA300_1302	11	127641	0.457176353136013	-	ATPase family protein	1433301
SAUSA300_2303	19	126157	0.457503183829075	tcaR	transcriptional regulator TcaR	2476345
SAUSA300_2457	20	174022	0.457536576200296	-	phospholipase/carboxylesterase family protein	2654776
SAUSA300_1691	14	168044	0.457918088770895	-	glutamyl-aminopeptidase	1865402
SAUSA300_0430	4	92738	0.458135098952722	-	hypothetical protein	484436
SAUSA300_2114	18	69662	0.458169199728467	rocF	arginase	2289284
SAUSA300_0355	3	146058	0.458219578855366	-	acetyl-CoA acetyltransferase	407190
SAUSA300_1335	11	194631	0.458652405028488	-	hypothetical protein	1500291
SAUSA300_1876	16	77383	0.458875008291046	-	DNA polymerase IV	2035873
SAUSA300_1878	16	79400	0.459284039817837	rumA	RNA methyltransferase	2037890
SAUSA300_0989	8	170461	0.459471774499091	-	hypothetical protein	1084423
SAUSA300_0866	7	163832	0.459607596138991	-	hypothetical protein	947228
SAUSA300_1715	15	69304	0.459644813620111	ribD	riboflavin biosynthesis protein	1897228
SAUSA300_2307	19	129511	0.459873396257824	-	ABC transporter permease	2479699
SAUSA300_1092	9	151072	0.459909349673785	pyrP	uracil permease	1195600
SAUSA300_1791	15	144716	0.459981825753445	cbf1	3--5- exoribonuclease YhaM	1972640
SAUSA300_0912	8	86976	0.460083501840552	-	enoyl--acyl carrier protein- reductase	1000938
SAUSA300_0732	6	159774	0.460161509987257	-	hypothetical protein	812604
SAUSA300_0426	4	90086	0.460476670358435	-	hypothetical protein	481784
SAUSA300_0891	8	65887	0.460772852058483	oppA	oligopeptide ABC transporter substrate-binding protein	979849
SAUSA300_1249	11	65702	0.46123998705072	-	hypothetical protein	1371362
SAUSA300_2331	19	157430	0.461391955670717	-	MarR family transcriptional regulator	2507618
SAUSA300_1132	10	65553	0.461481084323849	rimM	16S rRNA-processing protein RimM	1240647
SAUSA300_1491	13	78209	0.461481084323849	-	proline dipeptidase	1645001
SAUSA300_0041	0	182956	0.461733574437134	-	hypothetical protein	52390
SAUSA300_0984	8	166272	0.461799611585409	ptsI	phosphoenolpyruvate-protein phosphotransferase	1080234
SAUSA300_1523	13	107694	0.462012587099385	-	hypothetical protein	1674486
SAUSA300_0363	3	156011	0.462468144622667	-	hypothetical protein	417143
SAUSA300_2386	20	88744	0.462755291905494	-	beta-lactamase	2569498
SAUSA300_1575	13	155264	0.463074825572749	alaS	alanyl-tRNA synthetase	1722056
SAUSA300_0218	2	126904	0.463420667461608	-	sensor histidine kinase family protein	257470
SAUSA300_2371	20	67121	0.463643397411707	bioB	biotin synthase	2547875
SAUSA300_1788	15	142138	0.464221759162632	-	hypothetical protein	1970062
SAUSA300_1227	10	170643	0.464369592576757	thrC	threonine synthase	1345737
SAUSA300_1857	15	191284	0.464660057559663	-	hypothetical protein	2019208
SAUSA300_0528	5	70601	0.464941206997213	rpoC	DNA-directed RNA polymerase subunit beta-	592865
SAUSA300_2366	19	194382	0.465297610205033	hlgC	gamma-hemolysin component C	2544570
SAUSA300_0530	5	71503	0.465502893292758	rpsL	30S ribosomal protein S12	593767
SAUSA300_1494	13	80252	0.465660583206362	-	hypothetical protein	1647044
SAUSA300_2315	19	139466	0.465928045278597	-	hypothetical protein	2489654
SAUSA300_0160	1	183153	0.466191824409095	cap5I	capsular polysaccharide biosynthesis protein Cap5I	183153
SAUSA300_1720	15	75167	0.466202032167349	-	hypothetical protein	1903091
SAUSA300_0987	8	169317	0.466654878226562	-	cytochrome D ubiquinol oxidase- subunit II	1083279
SAUSA300_1344	12	72448	0.466668529742895	-	putative DNA replication protein DnaD	1508674
SAUSA300_1594	13	182341	0.466954679289722	yajC	preprotein translocase subunit YajC	1749133
SAUSA300_0663	6	85938	0.466995938679831	-	hypothetical protein	738768
SAUSA300_2346	19	171888	0.467042040119224	nirB	nitrite reductase [NAD-P-H]- large subunit	2522076
SAUSA300_0816	7	112961	0.467126414474838	-	CsbD-like superfamily protein	896357
SAUSA300_2498	21	90819	0.467134544503756	crtN	squalene synthase	2702139
SAUSA300_1467	12	185129	0.467535699476161	lpdA	dihydrolipoamide dehydrogenase	1621355
SAUSA300_1223	10	164909	0.467562007363051	-	hypothetical protein	1340003
SAUSA300_0113	1	128167	0.467803855486358	-	immunoglobulin G binding protein A	128167
SAUSA300_0676	6	98258	0.468058474023451	-	anion transporter family protein	751088
SAUSA300_1979	16	177687	0.468142500728429	-	cation transport family protein	2136177
SAUSA300_1178	10	122142	0.46845750034743	recA	recombinase A	1297236
SAUSA300_0904	8	78744	0.468481409867717	-	hypothetical protein	992706
SAUSA300_2027	17	99576	0.468558658089394	alr	alanine racemase	2188632
SAUSA300_0012	0	147667	0.46904144938234	-	putative homoserine O-acetyltransferase	17101
SAUSA300_1226	10	169576	0.469220076697094	-	homoserine dehydrogenase	1344670
SAUSA300_0786	7	89765	0.469549851309087	-	OsmC/Ohr family protein	873161
SAUSA300_2445	20	159402	0.469747265815488	-	MerR family transcriptional regulator	2640156
SAUSA300_1529	13	113111	0.470104044955628	dgkA	diacylglycerol kinase	1679903
SAUSA300_1292	11	118140	0.470505328543087	alr2	alanine racemase	1423800
SAUSA300_1000	8	182479	0.470610311907564	potB	spermidine/putrescine ABC transporter permease	1096441
SAUSA300_1021	9	74043	0.470987942091443	-	hypothetical protein	1118571
SAUSA300_1121	9	184083	0.471669292049957	-	fatty acid biosynthesis transcriptional regulator	1228611
SAUSA300_0002	0	133882	0.471670982668381	dnaN	DNA polymerase III subunit beta	3316
SAUSA300_1194	10	142548	0.471674723960851	-	alpha/beta fold family hydrolase	1317642
SAUSA300_2414	20	118863	0.472085577068766	-	hypothetical protein	2599617
SAUSA300_2299	19	121509	0.472694503367698	-	hypothetical protein	2471697
SAUSA300_0268	2	188849	0.473474957357706	-	putative drug transporter	319415
SAUSA300_2229	18	176600	0.473668178648124	modB	molybdenum ABC transporter permease ModB	2396222
SAUSA300_1199	10	147054	0.473993315567771	-	hypothetical protein	1322148
SAUSA300_1354	12	83913	0.474255664605637	-	hypothetical protein	1520139
SAUSA300_1520	13	103696	0.474255664605637	-	hypothetical protein	1670488
SAUSA300_0379	3	166740	0.474428838249901	ahpF	alkyl hydroperoxide reductase subunit F	427872
SAUSA300_0860	7	155649	0.474501767221948	rocD	ornithine--oxo-acid transaminase	939045
SAUSA300_0405	4	67354	0.474939380288135	hsdM	type I restriction-modification system- M subunit	459052
SAUSA300_1887	16	93161	0.475077179263582	pcrB	geranylgeranylglyceryl phosphate synthase-like protein	2051651
SAUSA300_1999	17	67858	0.475085621644264	rex	redox-sensing transcriptional repressor Rex	2156914
SAUSA300_1893	16	99434	0.475551393653214	nadE	NAD synthetase	2057924
SAUSA300_0614	5	164994	0.476128526792162	-	putative monovalent cation/H+ antiporter subunit E	687258
SAUSA300_0330	3	121533	0.47709549216745	ulaA	PTS system ascorbate-specific transporter subunit IIC	382665
SAUSA300_2310	19	133348	0.477405179037916	-	hypothetical protein	2483536
SAUSA300_2633	22	118296	0.477482810622137	-	ABC transporter ATP-binding protein	2860182
SAUSA300_0022	0	159385	0.477837491049773	-	hypothetical protein	28819
SAUSA300_0237	2	156460	0.478057646128457	-	inosine-uridine preferring nucleoside hydrolase	287026
SAUSA300_1701	14	180433	0.478057646128457	-	hypothetical protein	1877791
SAUSA300_2332	19	158074	0.478278653186236	-	heat shock protein	2508262
SAUSA300_2472	20	189163	0.479609429206833	-	hypothetical protein	2669917
SAUSA300_0996	8	179456	0.479645894483776	lpdA	dihydrolipoamide dehydrogenase	1093418
SAUSA300_1319	11	145070	0.480158514727119	folA	dihydrofolate reductase	1450730
SAUSA300_2529	21	119738	0.480380985235095	-	hypothetical protein	2731058
SAUSA300_2474	20	190346	0.480680523842341	-	hypothetical protein	2671100
SAUSA300_0163	1	186737	0.48148865370097	cap5L	capsular polysaccharide biosynthesis protein Cap5L	186737
SAUSA300_2262	19	81962	0.481497531454922	-	hypothetical protein	2432150
SAUSA300_0386	3	175918	0.481686852233628	xpt	xanthine phosphoribosyltransferase	437050
SAUSA300_2559	21	158647	0.48213101283169	-	DNA-binding response regulator	2769967
SAUSA300_2446	20	160331	0.482150709275389	-	hypothetical protein	2641085
SAUSA300_1722	15	77190	0.483528816867386	-	hypothetical protein	1905114
SAUSA300_1757	15	114192	0.483578796225611	splB	serine protease SplB	1942116
SAUSA300_1593	13	179787	0.484039154795109	secF	bifunctional preprotein translocase subunit SecD/SecF	1746579
SAUSA300_1921	16	128950	0.484301056600411	-	truncated amidase	2087440
SAUSA300_1782	15	136211	0.484647794225241	hemH	ferrochelatase	1964135
SAUSA300_1875	16	77315	0.484757042484735	-	exonuclease	2035805
SAUSA300_1603	13	189198	0.485046842165255	rplU	50S ribosomal protein L21	1755990
SAUSA300_1091	9	149547	0.48537098988971	pyrR	bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase	1194075
SAUSA300_0593	5	144711	0.486048472233069	-	hypothetical protein	666975
SAUSA300_1229	10	172420	0.486070039052117	-	HAD superfamily hydrolase	1347514
SAUSA300_1723	15	77733	0.486392280326055	-	hypothetical protein	1905657
SAUSA300_1341	12	70887	0.48774164766216	pbp2	penicillin binding protein 2	1507113
SAUSA300_1451	12	167712	0.488249291293945	-	short chain dehydrogenase/reductase family oxidoreductase	1603938
SAUSA300_1441	12	158948	0.48836416093685	srrB	respiratory response protein- SrrB	1595174
SAUSA300_1028	9	77823	0.488539631835054	-	iron transport associated domain-containing protein	1122351
SAUSA300_0021	0	158058	0.489604313399905	-	sensory box histidine kinase	27492
SAUSA300_1694	14	170955	0.489970136091912	trmB	tRNA -guanine-N-7----methyltransferase	1868313
SAUSA300_0940	8	114950	0.490031393578455	-	hypothetical protein	1028912
SAUSA300_0729	6	156204	0.490161293732308	-	hypothetical protein	809034
SAUSA300_2291	19	114366	0.49089950318285	gltS	sodium/glutamate symporter	2464554
SAUSA300_1806	15	160451	0.491307983015867	-	putative iron-sulfur cluster-binding protein	1988375
SAUSA300_0702	6	123841	0.491539237523484	-	hypothetical protein	776671
SAUSA300_0817	7	113194	0.492426283532136	-	hypothetical protein	896590
SAUSA300_1053	9	106830	0.492680747223696	-	formyl peptide receptor-like 1 inhibitory protein	1151358
SAUSA300_2532	21	122350	0.49327537602518	panD	aspartate alpha-decarboxylase	2733670
SAUSA300_0404	4	65534	0.493712166301354	-	superantigen-like protein	457232
SAUSA300_2030	17	101631	0.493738050486577	-	hypothetical protein	2190687
SAUSA300_1002	8	184367	0.493787052812846	potD	spermidine/putrescine ABC transporter spermidine/putrescine-binding protein	1098329
SAUSA300_0333	3	123628	0.493841499825889	-	BglG family transcriptional antiterminator	384760
SAUSA300_0890	7	194779	0.494421937946371	oppF	oligopeptide ABC transporter ATP-binding protein	978175
SAUSA300_1888	16	94025	0.494539276380661	-	hypothetical protein	2052515
SAUSA300_1277	11	99594	0.494569719324474	-	hypothetical protein	1405254
SAUSA300_0694	6	116607	0.495253399455772	-	hypothetical protein	769437
SAUSA300_1018	9	72111	0.495462154352126	-	hypothetical protein	1116639
SAUSA300_1582	13	165855	0.495464879908253	-	hypothetical protein	1732647
SAUSA300_1627	14	82520	0.495493850452346	infC	translation initiation factor IF-3	1779878
SAUSA300_0003	0	134508	0.495816944365635	-	hypothetical protein	3942
SAUSA300_2210	18	158369	0.49633484401327	glcU	glucose uptake protein	2377991
SAUSA300_0957	8	134844	0.496337620900759	-	hypothetical protein	1048806
SAUSA300_0561	5	113871	0.496546713815138	-	hypothetical protein	636135
SAUSA300_0478	4	144413	0.49658130566521	prs	ribose-phosphate pyrophosphokinase	536111
SAUSA300_0310	3	100373	0.497994619463363	pfoR	perfringolysin O regulator protein	361505
SAUSA300_1732	15	89246	0.498265970740935	-	putative transposase	1917170
SAUSA300_0885	7	188827	0.498723748541329	fabH	3-oxoacyl--acyl carrier protein- synthase III	972223
SAUSA300_0317	3	107817	0.498821601813424	-	hypothetical protein	368949
SAUSA300_1548	13	133644	0.49984605200302	-	ComE operon protein 2	1700436
SAUSA300_1124	9	186720	0.500592181884535	fabG	3-oxoacyl--acyl-carrier-protein- reductase	1231248
SAUSA300_1446	12	164132	0.500753784971792	-	hypothetical protein	1600358
SAUSA300_1240	10	183938	0.500947788577759	-	hypothetical protein	1359032
SAUSA300_0794	7	95366	0.501391093377092	-	TOPRIM domain-containing protein	878762
SAUSA300_2045	17	121557	0.501492111018077	-	HD domain-containing protein	2210613
SAUSA300_2387	20	88836	0.501626983956314	-	NAD dependent epimerase/dehydratase family protein	2569590
SAUSA300_0122	1	141201	0.502344638535443	-	IucA/IucC family siderophore biosynthesis protein	141201
SAUSA300_0257	2	179282	0.502704483311317	-	antiholin-like protein LrgB	309848
SAUSA300_1521	13	104504	0.503455924824526	rpoD	RNA polymerase sigma factor RpoD	1671296
SAUSA300_2169	18	130183	0.503474962054511	-	hypothetical protein	2349805
SAUSA300_1095	9	154375	0.503723236438277	carA	carbamoyl phosphate synthase small subunit	1198903
SAUSA300_2214	18	164026	0.505421460297122	-	FmhB protein	2383648
SAUSA300_1578	13	161846	0.506144485370074	mnmA	tRNA-specific 2-thiouridylase MnmA	1728638
SAUSA300_0813	7	109547	0.506847262208084	-	hypothetical protein	892943
SAUSA300_1234	10	177383	0.507597897022862	rpsN	30S ribosomal protein S14	1352477
SAUSA300_2263	19	81985	0.508155269646027	-	putative transposase	2432173
SAUSA300_2563	21	161443	0.508208372932944	-	putative transcriptional regulator	2772763
SAUSA300_1539	13	121344	0.508429213669543	dnaJ	chaperone protein DnaJ	1688136
SAUSA300_0013	0	148896	0.509048540004367	-	hypothetical protein	18330
SAUSA300_1692	14	169518	0.509408625550457	-	hypothetical protein	1866876
SAUSA300_0247	2	167400	0.510511477059244	-	putative teichoic acid biosynthesis protein B	297966
SAUSA300_0903	8	77915	0.511243341118179	-	hypothetical protein	991877
SAUSA300_2200	18	148597	0.51135649779082	rpsS	30S ribosomal protein S19	2368219
SAUSA300_0562	5	115018	0.511430361239902	thiD	phosphomethylpyrimidine kinase	637282
SAUSA300_0509	4	176908	0.511566919773018	-	ATP-guanido phosphotransferase	568606
SAUSA300_2062	17	136285	0.514051021877149	atpF	F0F1 ATP synthase subunit B	2225341
SAUSA300_1536	13	118295	0.514163832702569	-	hypothetical protein	1685087
SAUSA300_0560	5	113531	0.514779741575702	vraB	acetyl-CoA c-acetyltransferase	635795
SAUSA300_2053	17	128757	0.514876969229961	-	hypothetical protein	2217813
SAUSA300_0469	4	137571	0.515143272155495	-	hypothetical protein	529269
SAUSA300_2209	18	157325	0.516772560079832	-	hypothetical protein	2376947
SAUSA300_1233	10	176660	0.517048856632457	rpmG	50S ribosomal protein L33	1351754
